AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_AREA_BASICA;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;AN_INICIO_PROGRAMA;AN_INICIO_CURSO;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2024;CIÊNCIAS DA SAÚDE;MEDICINA;HEMATOLOGIA;CLÍNICA MÉDICA;HEMATOLOGIA;16;MEDICINA II;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010008P3;HEMATOLOGIA;POS GRADUATION IN APPLIED HEMATOLOGY SCIENCES;MESTRADO;3;2013;2013;EM FUNCIONAMENTO;16MAY2013:00:00:00;264597;198509
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010070P0;CIÊNCIAS HUMANAS;MASTER IN HUMANITIES AND SOCIAL SCIENCES;MESTRADO;4;2016;2016;EM FUNCIONAMENTO;20JUL2016:00:00:00;265939;199310
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010002P5;DIREITO AMBIENTAL;ENVIRONMENTAL LAW;MESTRADO;4;2003;2003;EM FUNCIONAMENTO;04SEP2012:00:00:00;264400;198315
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;PROFISSIONAL;12008010007P7;SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS;PUBLIC SAFETY, HUMAN RIGHTS AND CITIZENSHIP;MESTRADO PROFISSIONAL;3;2012;2012;EM FUNCIONAMENTO;08FEB2013:00:00:00;266233;199456
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010073P0;EDUCAÇÃO;EDUCATION;MESTRADO;3;2020;2020;EM FUNCIONAMENTO;15DEC2020:00:00:00;266361;199541
2024;CIÊNCIAS DA SAÚDE;MEDICINA;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;SIM;FUHAM;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;PROFISSIONAL;12008010071P7;CIÊNCIAS APLICADAS À DERMATOLOGIA;APPLIED SCIENCES TO DERMATOLOGY;MESTRADO PROFISSIONAL;3;2017;2017;EM FUNCIONAMENTO;24MAR2017:00:00:00;264627;198495
2024;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010003P1;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA;BIOTECHNOLOGY AND NATURAL RESOURCES OF AMAZON;MESTRADO;3;2003;2003;EM FUNCIONAMENTO;28MAY2012:00:00:00;263706;197979
2024;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM DE SAÚDE PÚBLICA;ENFERMAGEM DE SAÚDE PÚBLICA;NÃO SE APLICA;20;ENFERMAGEM;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;PROFISSIONAL;12008010072P3;ENFERMAGEM EM SAÚDE PÚBLICA;POSTGRADUATE PROGRAM IN PUBLIC HEALTH NURSING;MESTRADO PROFISSIONAL;4;2018;2018;EM FUNCIONAMENTO;14JAN2020:00:00:00;265774;199186
2024;CIÊNCIAS DA SAÚDE;MEDICINA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;CLÍNICA MÉDICA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;16;MEDICINA II;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010001P9;MEDICINA TROPICAL;TROPICAL MEDICINE;MESTRADO/DOUTORADO;5;2002;2002/2006;EM FUNCIONAMENTO;12DEC2012:00:00:00;264645;198517
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010039P6;LETRAS E ARTES;MASTER IN ARTS AND LETTERS;MESTRADO/DOUTORADO;4;2015;2015/2024;EM FUNCIONAMENTO;22MAY2015:00:00:00;265142;198825
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12008010005P4;EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA;GRADUATE PROGRAM IN EDUCATION AND TEACHING SCIENCE IN THE AMAZON;MESTRADO;5;2011;2011;EM FUNCIONAMENTO;11JAN2013:00:00:00;263572;197837
2024;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019040P9;COMUNICAÇÃO;POSTGRADUATE PROGRAM IN COMMUNICATION;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;08MAY2019:00:00:00;265959;199298
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;PROFISSIONAL;13001019007P1;CIÊNCIAS DA SAÚDE;HEALTH SCIENCES POSTGRADUATE PROGRAM;MESTRADO PROFISSIONAL;4;2011;2011;EM FUNCIONAMENTO;12SEP2012:00:00:00;264452;198347
2024;CIÊNCIAS HUMANAS;ANTROPOLOGIA;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019039P0;ANTROPOLOGIA SOCIAL;ANTHOPOLOGY;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;02MAR2016:00:00:00;265753;199153
2024;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019001P3;RECURSOS NATURAIS;NATURAL RESOURCES;MESTRADO/DOUTORADO;4;2004;2004/2015;EM FUNCIONAMENTO;11SEP2013:00:00:00;264510;198362
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019008P8;SOCIEDADE E FRONTEIRAS;SOCIETY AND BORDERS;MESTRADO;3;2012;2012;EM FUNCIONAMENTO;16JAN2013:00:00:00;264456;198351
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019004P2;AGRONOMIA;GRADUATE PROGRAM IN AGRONOMY;MESTRADO/DOUTORADO;4;2007;2007/2014;EM FUNCIONAMENTO;19DEC2013:00:00:00;263160;197751
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019006P5;GEOGRAFIA;GRADUATE PROGRAM IN GEOGRAPHY;MESTRADO;4;2011;2011;EM FUNCIONAMENTO;23OCT2012:00:00:00;264996;198724
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019042P1;SAÚDE E BIODIVERSIDADE;HEALTH AND BIODIVERSITY;MESTRADO;A;2021;2021;EM FUNCIONAMENTO;01MAR2021:00:00:00;265905;199264
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019005P9;LETRAS;POST-GRADUATION IN LANGUAGE;MESTRADO;4;2010;2010;EM FUNCIONAMENTO;12SEP2012:00:00:00;265115;198777
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;13001019;789;UFRR;UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019041P5;EDUCAÇÃO;GRADUATE PROGRAM IN EDUCATION;MESTRADO;3;2019;2019;EM FUNCIONAMENTO;03SEP2019:00:00:00;265895;199246
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;13003011;5077;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;SIM;IFRR;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13003011003P9;EDUCAÇÃO;EDUCATION;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;08MAY2014:00:00:00;256787;193055
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;13003011;5077;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;PROFISSIONAL;13003011004P5;SEGURANÇA PÚBLICA, DIREITOS HUMANOS E CIDADANIA;PUBLIC SECURITY, HUMAN RIGHTS AND CITIZENSHIP;MESTRADO PROFISSIONAL;3;2016;2016;EM FUNCIONAMENTO;04JUL2016:00:00:00;259919;195676
2024;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;13003011;5077;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;SIM;"IFRR;EMBRAPA RORAIMA";ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13003011002P2;AGROECOLOGIA, AMBIENTE, SOCIEDADE E AMAZÔNIA (PPGAASA);AGROECOLOGY;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;14MAY2014:00:00:00;257247;193497
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;13003011;5077;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;NÃO;NA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;RR;BOA VISTA;PROFISSIONAL;13003011001P6;ENSINO DE CIÊNCIAS E MATEMÁTICA;SCIENCE EDUCATION AND MATHEMATICS;MESTRADO PROFISSIONAL;5;2012;2012;EM FUNCIONAMENTO;18JUL2012:00:00:00;258746;194666
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA, TECNOLOGIA E GESTÃO;ENGENHARIA, TECNOLOGIA E GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;13007009;NI;ITEGAM;INSTITUTO DE TECNOLOGIA E EDUCAÇÃO GALILEO DA AMAZÔNIA;NÃO;NA;PARTICULAR;PRIVADA;OUTRA;NORTE;AM;MANAUS;PROFISSIONAL;13007009001P6;ENGENHARIA, GESTÃO DE PROCESSOS, SISTEMAS E AMBIENTAL;ENGINEERING, PROCESS MANAGEMENT, SYSTEMS AND ENVIRONMENTAL;MESTRADO PROFISSIONAL;A;2020;2020;EM FUNCIONAMENTO;13APR2020:00:00:00;256844;193112
2024;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;13009001;20342;FIOCRUZ-CPQLMD;FIOCRUZ ( CENTRO DE PESQUISA LEÔNIDAS E MARIA DEANE );SIM;"UFAM;UEA";FEDERAL;PÚBLICA;ESCOLA DE GOVERNO;NORTE;AM;MANAUS;ACADÊMICO;13009001042P7;SAÚDE PÚBLICA NA AMAZÔNIA;PUBLIC HEALTH IN THE AMAZON;DOUTORADO;4;2020;2020;EM FUNCIONAMENTO;22APR2021:00:00:00;260217;195862
2024;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;13009001;20342;FIOCRUZ-CPQLMD;FIOCRUZ ( CENTRO DE PESQUISA LEÔNIDAS E MARIA DEANE );NÃO;NA;FEDERAL;PÚBLICA;ESCOLA DE GOVERNO;NORTE;AM;MANAUS;ACADÊMICO;13009001040P4;CONDIÇÕES DE VIDA E SITUAÇÕES DE SAÚDE NA AMAZÔNIA;LIVING CONDITIONS AND HEALTH CONDITIONS IN THE AMAZON;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;11MAY2015:00:00:00;258536;194458
2024;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;13009001;20342;FIOCRUZ-CPQLMD;FIOCRUZ ( CENTRO DE PESQUISA LEÔNIDAS E MARIA DEANE );NÃO;NA;FEDERAL;PÚBLICA;ESCOLA DE GOVERNO;NORTE;AM;MANAUS;ACADÊMICO;13009001041P0;BIOLOGIA DA INTERAÇÃO PATÓGENO HOSPEDEIRO;HOST-PATHOGENS INTERACTIONS;MESTRADO/DOUTORADO;4;2017;2017/2021;EM FUNCIONAMENTO;05SEP2016:00:00:00;263905;198055
2024;CIÊNCIAS SOCIAIS APLICADAS;DESENHO INDUSTRIAL;DESENHO INDUSTRIAL;NÃO SE APLICA;NÃO SE APLICA;29;ARQUITETURA, URBANISMO E DESIGN;13012002;NI;CESAR-AM;CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE - AMAZONAS;NÃO;NA;PARTICULAR;PRIVADA;OUTRA;NORTE;AM;MANAUS;PROFISSIONAL;13012002001P6;DESIGN DE ARTEFATOS DIGITAIS;DIGITAL ARTIFACT DESIGN;MESTRADO PROFISSIONAL;3;2016;2016;EM FUNCIONAMENTO;04OCT2016:00:00:00;264615;198486
2024;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;RELAÇÕES INTERNACIONAIS, BILATERAIS E MULTILATERAIS;POLÍTICA INTERNACIONAL;RELAÇÕES INTERNACIONAIS, BILATERAIS E MULTILATERAIS;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;14001012;830;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;NÃO;NA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AP;MACAPÁ;PROFISSIONAL;14001012156P0;ESTUDOS DE FRONTEIRA;BORDER STUDIES;MESTRADO PROFISSIONAL;4;2017;2017;EM F
